run,type,module,name,attrname,attrvalue,value
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].appl,headerLength,,,80bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].appl,headerLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].appl,sendBeacons,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].appl,beaconLengthBits,,,256bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].appl,beaconLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].appl,beaconUserPriority,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].appl,beaconInterval,,,1s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].appl,beaconInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].appl,dataLengthBits,,,1024bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].appl,dataLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].appl,dataOnSch,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].appl,dataUserPriority,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].appl,avoidBeaconSynchronization,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].appl,sendWSA,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].appl,wsaLengthBits,,,250bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].appl,wsaLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].appl,wsaInterval,,,1s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].appl,wsaInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,typename,,,"""org.car2x.veins.modules.phy.PhyLayer80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,recordStats,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,usePropagationDelay,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,noiseFloor,,,-98dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.phy80211p,noiseFloor,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,useNoiseFloor,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,antenna,,,"<Antenna type=""SampledAntenna1D"" id=""monopole"">...</Antenna> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//antenna.xml:35"
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,antennaOffsetX,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.phy80211p,antennaOffsetX,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,antennaOffsetY,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.phy80211p,antennaOffsetY,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,antennaOffsetZ,,,1.895m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.phy80211p,antennaOffsetZ,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,antennaOffsetYaw,,,0rad
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.phy80211p,antennaOffsetYaw,unit,rad,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,analogueModels,,,<root>...</root> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//config.xml:34
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,decider,,,<root>...</root> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//config.xml:34
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,minPowerLevel,,,-110dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.phy80211p,minPowerLevel,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,timeRXToTX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.phy80211p,timeRXToTX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,timeRXToSleep,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.phy80211p,timeRXToSleep,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,timeTXToRX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.phy80211p,timeTXToRX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,timeTXToSleep,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.phy80211p,timeTXToSleep,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,timeSleepToRX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.phy80211p,timeSleepToRX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,timeSleepToTX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.phy80211p,timeSleepToTX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,initialRadioState,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,radioMinAtt,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,radioMaxAtt,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,nbRadioChannels,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,initialRadioChannel,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,ccaThreshold,,,-65dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.phy80211p,ccaThreshold,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,collectCollisionStatistics,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.phy80211p,allowTxDuringRx,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,typename,,,"""org.car2x.veins.modules.mac.ieee80211p.Mac1609_4"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,notAffectedByHostState,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,headerLength,,,0bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.mac1609_4,headerLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,address,,,"""auto"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,useServiceChannel,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,serviceChannel,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,bitrate,,,6000000bps
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.mac1609_4,bitrate,unit,bps,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,syncOffset,,,0.0003s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.mac1609_4,syncOffset,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,txPower,,,20mW
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.mac1609_4,txPower,unit,mW,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,queueSize,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,dot11RTSThreshold,,,12000bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.mac1609_4,dot11RTSThreshold,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,dot11ShortRetryLimit,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,dot11LongRetryLimit,,,4
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,ackLength,,,112bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].nic.mac1609_4,ackLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,useAcks,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,frameErrorRate,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic.mac1609_4,ackErrorRate,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic,typename,,,"""org.car2x.veins.modules.nic.Nic80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].nic,connectionManagerName,,,"""connectionManager"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].veinsmobility,typename,,,"""org.car2x.veins.modules.mobility.traci.TraCIMobility"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].veinsmobility,notAffectedByHostState,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].veinsmobility,x,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].veinsmobility,y,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].veinsmobility,z,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].veinsmobility,xOrientation,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].veinsmobility,yOrientation,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].veinsmobility,zOrientation,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].veinsmobility,hostPositionOffset,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].veinsmobility,hostPositionOffset,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].veinsmobility,setHostSpeed,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].veinsmobility,accidentCount,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].veinsmobility,accidentStart,,,41.5032s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].veinsmobility,accidentStart,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].veinsmobility,accidentDuration,,,"uniform(30s, 60s)"
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].veinsmobility,accidentDuration,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].veinsmobility,accidentInterval,,,"uniform(30s, 60s)"
General-0-20250406-10:23:51-5078,attr,Manhattan.node[2].veinsmobility,accidentInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[2],typename,,,"""org.car2x.veins.nodes.Car"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[2],applType,,,"""TraCIDemo11p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[2],nicType,,,"""Nic80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[2],veinsmobilityType,,,"""org.car2x.veins.modules.mobility.traci.TraCIMobility"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].appl,typename,,,"""org.car2x.veins.modules.application.traci.TraCIDemo11p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].appl,headerLength,,,80bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].appl,headerLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].appl,sendBeacons,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].appl,beaconLengthBits,,,256bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].appl,beaconLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].appl,beaconUserPriority,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].appl,beaconInterval,,,1s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].appl,beaconInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].appl,dataLengthBits,,,1024bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].appl,dataLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].appl,dataOnSch,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].appl,dataUserPriority,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].appl,avoidBeaconSynchronization,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].appl,sendWSA,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].appl,wsaLengthBits,,,250bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].appl,wsaLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].appl,wsaInterval,,,1s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].appl,wsaInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,typename,,,"""org.car2x.veins.modules.phy.PhyLayer80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,recordStats,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,usePropagationDelay,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,noiseFloor,,,-98dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.phy80211p,noiseFloor,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,useNoiseFloor,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,antenna,,,"<Antenna type=""SampledAntenna1D"" id=""monopole"">...</Antenna> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//antenna.xml:35"
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,antennaOffsetX,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.phy80211p,antennaOffsetX,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,antennaOffsetY,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.phy80211p,antennaOffsetY,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,antennaOffsetZ,,,1.895m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.phy80211p,antennaOffsetZ,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,antennaOffsetYaw,,,0rad
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.phy80211p,antennaOffsetYaw,unit,rad,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,analogueModels,,,<root>...</root> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//config.xml:34
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,decider,,,<root>...</root> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//config.xml:34
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,minPowerLevel,,,-110dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.phy80211p,minPowerLevel,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,timeRXToTX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.phy80211p,timeRXToTX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,timeRXToSleep,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.phy80211p,timeRXToSleep,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,timeTXToRX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.phy80211p,timeTXToRX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,timeTXToSleep,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.phy80211p,timeTXToSleep,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,timeSleepToRX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.phy80211p,timeSleepToRX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,timeSleepToTX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.phy80211p,timeSleepToTX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,initialRadioState,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,radioMinAtt,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,radioMaxAtt,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,nbRadioChannels,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,initialRadioChannel,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,ccaThreshold,,,-65dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.phy80211p,ccaThreshold,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,collectCollisionStatistics,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.phy80211p,allowTxDuringRx,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,typename,,,"""org.car2x.veins.modules.mac.ieee80211p.Mac1609_4"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,notAffectedByHostState,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,headerLength,,,0bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.mac1609_4,headerLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,address,,,"""auto"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,useServiceChannel,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,serviceChannel,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,bitrate,,,6000000bps
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.mac1609_4,bitrate,unit,bps,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,syncOffset,,,0.0003s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.mac1609_4,syncOffset,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,txPower,,,20mW
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.mac1609_4,txPower,unit,mW,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,queueSize,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,dot11RTSThreshold,,,12000bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.mac1609_4,dot11RTSThreshold,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,dot11ShortRetryLimit,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,dot11LongRetryLimit,,,4
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,ackLength,,,112bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.mac1609_4,ackLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,useAcks,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,frameErrorRate,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic.mac1609_4,ackErrorRate,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic,typename,,,"""org.car2x.veins.modules.nic.Nic80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].nic,connectionManagerName,,,"""connectionManager"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].veinsmobility,typename,,,"""org.car2x.veins.modules.mobility.traci.TraCIMobility"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].veinsmobility,notAffectedByHostState,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].veinsmobility,x,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].veinsmobility,y,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].veinsmobility,z,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].veinsmobility,xOrientation,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].veinsmobility,yOrientation,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].veinsmobility,zOrientation,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].veinsmobility,hostPositionOffset,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].veinsmobility,hostPositionOffset,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].veinsmobility,setHostSpeed,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].veinsmobility,accidentCount,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].veinsmobility,accidentStart,,,32.1311s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].veinsmobility,accidentStart,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].veinsmobility,accidentDuration,,,"uniform(30s, 60s)"
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].veinsmobility,accidentDuration,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4].veinsmobility,accidentInterval,,,"uniform(30s, 60s)"
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].veinsmobility,accidentInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[4],typename,,,"""org.car2x.veins.nodes.Car"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[4],applType,,,"""TraCIDemo11p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[4],nicType,,,"""Nic80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[4],veinsmobilityType,,,"""org.car2x.veins.modules.mobility.traci.TraCIMobility"""
General-0-20250406-10:23:51-5078,param,Manhattan.obstacles,typename,,,"""org.car2x.veins.modules.obstacle.ObstacleControl"""
General-0-20250406-10:23:51-5078,param,Manhattan.obstacles,obstacles,,,<obstacles>...</obstacles> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//config.xml:40
General-0-20250406-10:23:51-5078,param,Manhattan.obstacles,gridCellSize,,,250
General-0-20250406-10:23:51-5078,param,Manhattan.annotations,typename,,,"""org.car2x.veins.modules.world.annotations.AnnotationManager"""
General-0-20250406-10:23:51-5078,param,Manhattan.annotations,draw,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.annotations,annotations,,,<annotations/> at content:1
General-0-20250406-10:23:51-5078,param,Manhattan.connectionManager,typename,,,"""org.car2x.veins.base.connectionManager.ConnectionManager"""
General-0-20250406-10:23:51-5078,param,Manhattan.connectionManager,sendDirect,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.connectionManager,maxInterfDist,,,200m
General-0-20250406-10:23:51-5078,attr,Manhattan.connectionManager,maxInterfDist,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.connectionManager,drawMaxIntfDist,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.world,typename,,,"""org.car2x.veins.base.modules.BaseWorldUtility"""
General-0-20250406-10:23:51-5078,param,Manhattan.world,playgroundSizeX,,,2500m
General-0-20250406-10:23:51-5078,attr,Manhattan.world,playgroundSizeX,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.world,playgroundSizeY,,,2500m
General-0-20250406-10:23:51-5078,attr,Manhattan.world,playgroundSizeY,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.world,playgroundSizeZ,,,50m
General-0-20250406-10:23:51-5078,attr,Manhattan.world,playgroundSizeZ,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.world,useTorus,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.world,use2D,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.manager,typename,,,"""org.car2x.veins.modules.mobility.traci.TraCIScenarioManagerLaunchd"""
General-0-20250406-10:23:51-5078,param,Manhattan.manager,connectAt,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.manager,connectAt,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.manager,firstStepAt,,,-1s
General-0-20250406-10:23:51-5078,attr,Manhattan.manager,firstStepAt,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.manager,updateInterval,,,1s
General-0-20250406-10:23:51-5078,attr,Manhattan.manager,updateInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.manager,moduleType,,,"""org.car2x.veins.nodes.Car"""
General-0-20250406-10:23:51-5078,param,Manhattan.manager,moduleName,,,"""node"""
General-0-20250406-10:23:51-5078,param,Manhattan.manager,moduleDisplayString,,,"""*='i=veins/node/car;is=vs'"""
General-0-20250406-10:23:51-5078,param,Manhattan.manager,trafficLightModuleType,,,""""""
General-0-20250406-10:23:51-5078,param,Manhattan.manager,trafficLightModuleName,,,"""tls"""
General-0-20250406-10:23:51-5078,param,Manhattan.manager,trafficLightFilter,,,""""""
General-0-20250406-10:23:51-5078,param,Manhattan.manager,trafficLightModuleDisplayString,,,"""i=veins/node/trafficlight;is=vs"""
General-0-20250406-10:23:51-5078,param,Manhattan.manager,host,,,"""localhost"""
General-0-20250406-10:23:51-5078,param,Manhattan.manager,port,,,9999
General-0-20250406-10:23:51-5078,param,Manhattan.manager,seed,,,-1
General-0-20250406-10:23:51-5078,param,Manhattan.manager,autoShutdown,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.manager,margin,,,25
General-0-20250406-10:23:51-5078,param,Manhattan.manager,roiRoads,,,""""""
General-0-20250406-10:23:51-5078,param,Manhattan.manager,roiRects,,,""""""
General-0-20250406-10:23:51-5078,param,Manhattan.manager,penetrationRate,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.manager,ignoreGuiCommands,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.manager,order,,,-1
General-0-20250406-10:23:51-5078,param,Manhattan.manager,ignoreUnknownSubscriptionResults,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.manager,launchConfig,,,<launch>...</launch> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//manhattan.launchd.xml:3
General-0-20250406-10:23:51-5078,param,Manhattan.roadsCanvasVisualizer,typename,,,"""org.car2x.veins.visualizer.roads.RoadsCanvasVisualizer"""
General-0-20250406-10:23:51-5078,param,Manhattan.roadsCanvasVisualizer,enabled,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.roadsCanvasVisualizer,lineZIndex,,,-1
General-0-20250406-10:23:51-5078,param,Manhattan.roadsCanvasVisualizer,lineColor,,,"""firebrick4"""
General-0-20250406-10:23:51-5078,param,Manhattan.roadsCanvasVisualizer,lineWidth,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.roadsCanvasVisualizer,lineWidthZoom,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.rsu[0].appl,typename,,,"""org.car2x.veins.modules.application.traci.TraCIDemoRSU11p"""
General-0-20250406-10:23:51-5078,param,Manhattan.rsu[0].appl,headerLength,,,80bit
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[0].appl,headerLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.rsu[0].appl,sendBeacons,,,false
